station_name,metro_line,hour_of_day,day_of_week,month,is_weekend,is_holiday,temperature_c,is_raining,nearby_it_park,train_frequency_min,is_peak_hour,time_category,is_off_day,passenger_count,footfall_category,station_type,delay_minutes,wifi_available,date,fare_inr
Hosahalli,Purple,10.0,Saturday,December,Yes,No,29.2,,No,5.0,No,Midday,Yes,798.0,Low,Regular,0.0,No,2025-12-07,20.0
Deepanjalinagar,Purple,10.0,Saturday,August,Yes,No,30.0,Yes,No,5.0,No,Midday,Yes,499.0,Low,Regular,0.0,No,2023-08-24,20.0
Deepanjalinagar,Purple,12.0,Thursday,August,No,,29.2,No,No,5.0,No,Midday,No,2090.0,High,Regular,2.0,No,2024-08-22,20.0
RV Road,Yellow,,Monday,November,No,No,25.8,No,No,8.0,No,Night,No,1051.0,Medium,Interchange,0.0,No,2025-11-13,30.0
,Green,7.0,Monday,November,No,No,23.9,No,No,3.0,,Morning,No,1443.0,Medium,,0.0,,2024-11-23,
Peenya,Green,9.0,Friday,November,No,No,27.5,No,Yes,3.0,Yes,Morning,No,4710.0,High,Regular,0.0,No,2024-11-18,20.0
Swami Vivekananda Road,Purple,6.0,Sunday,March,Yes,No,,No,No,8.0,No,Morning,Yes,975.0,Medium,Regular,0.0,,2024-03-24,20.0
Gottigere,Yellow,11.0,Thursday,October,No,No,27.6,No,No,,No,Midday,No,1318.0,Medium,Regular,2.0,No,2024-10-21,20.0
,Green,19.0,Saturday,May,Yes,No,,No,No,3.0,Yes,Evening,Yes,3940.0,High,Interchange,0.0,Yes,2023-05-07,25.0
Lalbagh,Green,9.0,Saturday,December,Yes,No,27.0,No,No,3.0,Yes,Morning,Yes,2440.0,High,Regular,0.0,Yes,2024-12-01,25.0
Gottigere,Yellow,17.0,Sunday,October,Yes,No,28.2,No,No,3.0,Yes,Evening,Yes,2717.0,High,,10.0,No,2023-10-05,20.0
Swami Vivekananda Road,Purple,16.0,,December,No,No,28.4,No,No,5.0,No,Evening,No,1369.0,Medium,Regular,,No,2024-12-17,20.0
Yeshwanthpur,Green,17.0,Sunday,July,Yes,No,28.6,No,Yes,3.0,Yes,Evening,Yes,3720.0,High,Regular,10.0,Yes,2023-07-08,20.0
Mysuru Road,Purple,9.0,Wednesday,January,No,No,28.5,No,No,3.0,Yes,Morning,No,3508.0,High,Regular,2.0,No,2024-01-15,40.0
Kengeri,Purple,11.0,Thursday,September,No,No,24.7,No,No,5.0,No,Midday,No,,,Terminal,2.0,Yes,2023-09-20,50.0
Peenya,Green,17.0,Monday,February,No,No,,No,Yes,3.0,Yes,Evening,No,5150.0,High,Regular,0.0,No,2024-02-04,20.0
RV Road,Yellow,8.0,Thursday,April,No,No,28.0,,No,3.0,Yes,Morning,No,3607.0,,Interchange,0.0,No,2025-04-02,30.0
Banashankari,Yellow,19.0,Thursday,June,No,No,25.4,,No,3.0,Yes,Evening,No,3760.0,High,Regular,5.0,Yes,2023-06-05,40.0
Mysuru Road,Purple,14.0,Wednesday,October,No,No,25.6,No,No,5.0,No,Evening,No,1318.0,Medium,Regular,2.0,No,2023-10-01,40.0
Majestic,Purple,,Monday,September,No,No,29.0,Yes,No,8.0,No,Night,No,914.0,Medium,Interchange,2.0,Yes,2023-09-25,25.0
KR Market,Green,18.0,Sunday,May,Yes,No,,No,No,3.0,Yes,Evening,Yes,2364.0,High,Regular,0.0,No,2025-05-05,20.0
Electronic City,Yellow,17.0,Monday,March,No,No,24.2,No,Yes,3.0,Yes,Evening,No,5042.0,High,Regular,5.0,No,2024-03-06,20.0
Whitefield,Purple,22.0,Sunday,October,Yes,No,30.3,No,Yes,8.0,No,Night,Yes,598.0,Low,Regular,2.0,No,2024-10-02,20.0
Kengeri,Purple,20.0,Sunday,October,Yes,No,24.6,No,No,,No,Night,Yes,626.0,Low,Terminal,0.0,Yes,2023-10-26,50.0
KR Market,Green,16.0,Saturday,January,Yes,No,25.3,No,No,5.0,No,Evening,Yes,765.0,Low,Regular,2.0,No,2024-01-26,20.0
Yelachenahalli,Green,14.0,Tuesday,,No,No,22.7,No,No,5.0,No,Evening,No,1007.0,Medium,Regular,2.0,No,2025-11-01,20.0
Gottigere,Yellow,17.0,Saturday,April,Yes,No,,No,No,3.0,Yes,Evening,Yes,3084.0,High,Regular,2.0,No,2025-04-04,20.0
Hosahalli,Purple,6.0,Saturday,August,Yes,No,24.0,No,No,5.0,No,Morning,Yes,998.0,Medium,Regular,0.0,No,2024-08-07,
Mysuru Road,Purple,15.0,Thursday,September,No,No,20.2,Yes,No,,No,Evening,No,840.0,Medium,Regular,0.0,No,2023-09-22,40.0
,Yellow,22.0,Friday,October,No,No,31.5,No,No,8.0,No,Night,No,875.0,Medium,Interchange,0.0,No,2023-10-26,30.0
Tagore Nagar,Yellow,21.0,Saturday,September,Yes,No,26.8,,No,8.0,No,Night,Yes,612.0,Low,Regular,0.0,No,2023-09-01,20.0
Trinity,Purple,18.0,Thursday,January,No,No,24.8,No,No,3.0,Yes,Evening,No,3906.0,High,Regular,2.0,Yes,2023-01-01,20.0
Dasarahalli,Green,19.0,Saturday,February,Yes,No,29.2,No,No,3.0,Yes,Evening,Yes,2477.0,High,Regular,0.0,No,2023-02-08,10.0
Halasuru,Purple,22.0,Sunday,May,Yes,No,27.8,No,No,8.0,No,Night,Yes,599.0,Low,Regular,0.0,Yes,2023-05-20,20.0
South End Circle,Green,16.0,Friday,March,No,No,30.6,No,No,5.0,No,Evening,No,1057.0,Medium,Regular,,No,2024-03-16,30.0
Yeshwanthpur,Green,18.0,Friday,August,No,No,29.6,Yes,Yes,5.0,Yes,Evening,No,4699.0,High,Regular,5.0,Yes,2025-08-21,20.0
South End Circle,Green,16.0,Saturday,July,Yes,No,,No,No,5.0,No,,Yes,756.0,Low,Regular,5.0,No,2024-07-13,30.0
Indiranagar,Purple,10.0,Thursday,July,No,No,27.3,,Yes,5.0,No,Midday,No,1287.0,Medium,Regular,0.0,Yes,2025-07-23,15.0
JP Nagar 2nd Phase,Yellow,16.0,Sunday,February,Yes,No,,No,No,5.0,No,Evening,Yes,660.0,Low,Regular,5.0,No,2025-02-24,20.0
Yelachenahalli,Green,7.0,Saturday,March,Yes,No,27.2,No,No,,Yes,Morning,Yes,986.0,Medium,Regular,2.0,No,2023-03-26,20.0
RV Road,Yellow,13.0,Thursday,January,No,No,26.1,No,No,5.0,No,Midday,No,2221.0,High,Interchange,0.0,No,2025-01-23,30.0
Peenya,Green,15.0,,June,Yes,No,,Yes,Yes,5.0,No,Evening,Yes,544.0,Low,Regular,0.0,No,2023-06-18,20.0
Banashankari,Yellow,16.0,Saturday,September,Yes,No,31.9,Yes,,5.0,No,Evening,Yes,611.0,Low,Regular,0.0,Yes,2024-09-20,40.0
Hebbagodi,Yellow,10.0,Monday,October,No,No,26.1,No,Yes,5.0,No,,No,1250.0,Medium,Regular,2.0,No,2024-10-10,20.0
Indiranagar,Purple,13.0,Sunday,January,Yes,No,30.6,No,Yes,5.0,,Midday,Yes,1249.0,,Regular,2.0,Yes,2025-01-12,15.0
Yelachenahalli,Green,6.0,Wednesday,September,No,No,30.6,No,No,8.0,No,,No,1282.0,Medium,Regular,0.0,No,2023-09-01,20.0
Magadi Road,Purple,7.0,Wednesday,July,No,No,27.0,No,No,3.0,Yes,Morning,No,1538.0,Medium,Regular,0.0,No,2023-07-10,20.0
Whitefield,Purple,,Tuesday,February,No,No,29.4,No,Yes,3.0,Yes,Morning,No,4962.0,High,Regular,2.0,No,2025-02-09,20.0
Lalbagh,Green,15.0,Thursday,January,No,No,,No,No,5.0,No,Evening,No,1351.0,Medium,Regular,0.0,Yes,2023-01-03,25.0
Vijayanagar,Purple,13.0,Wednesday,September,No,No,31.3,Yes,No,5.0,No,Midday,No,1669.0,Medium,Regular,0.0,No,2024-09-19,30.0
,Purple,12.0,Thursday,May,No,No,31.6,No,Yes,5.0,No,Midday,No,1924.0,Medium,Regular,0.0,No,2025-05-26,20.0
Peenya,Green,12.0,Thursday,April,No,No,,No,Yes,,No,Midday,No,2022.0,High,Regular,2.0,No,2025-04-09,20.0
Chickpete,Green,22.0,Saturday,November,Yes,No,27.7,No,No,,No,Night,Yes,540.0,Low,Regular,5.0,No,2025-11-10,20.0
JP Nagar 2nd Phase,Yellow,10.0,Saturday,December,Yes,No,23.0,No,No,5.0,No,Midday,Yes,754.0,Low,Regular,0.0,No,2025-12-19,20.0
JP Nagar 2nd Phase,Yellow,9.0,Tuesday,November,No,,28.3,No,No,3.0,Yes,Morning,No,4146.0,,Regular,10.0,No,2023-11-16,20.0
Trinity,Purple,14.0,Monday,May,No,,30.1,No,No,5.0,No,Evening,No,1376.0,Medium,Regular,0.0,Yes,2025-05-24,20.0
Majestic,Purple,18.0,Wednesday,October,No,No,25.4,No,No,3.0,Yes,Evening,No,5341.0,High,Interchange,2.0,Yes,2024-10-18,25.0
Yelachenahalli,Green,20.0,Sunday,November,Yes,No,29.3,No,No,8.0,No,Night,Yes,537.0,Low,Regular,0.0,No,2024-11-14,20.0
Bommasandra,Yellow,21.0,Wednesday,March,No,No,22.3,No,Yes,8.0,No,Night,No,966.0,Medium,Terminal,0.0,No,2023-03-03,50.0
Majestic,Green,6.0,Friday,April,No,No,26.1,No,No,8.0,No,Morning,No,1977.0,Medium,Interchange,5.0,Yes,2024-04-02,25.0
South End Circle,Green,22.0,Monday,January,No,No,26.1,No,No,,No,Night,No,833.0,Medium,Regular,0.0,No,2025-01-01,30.0
Dasarahalli,Green,14.0,Tuesday,November,No,No,25.5,No,No,5.0,No,Evening,,1066.0,Medium,Regular,0.0,No,2025-11-18,10.0
,Green,6.0,Sunday,July,Yes,No,25.7,No,No,8.0,No,Morning,Yes,913.0,Medium,Regular,0.0,No,2024-07-24,20.0
Deepanjalinagar,Purple,21.0,Sunday,March,Yes,No,23.4,No,No,8.0,No,Night,Yes,584.0,Low,Regular,0.0,No,2023-03-09,20.0
Chickpete,Green,20.0,Friday,February,No,No,26.2,No,No,8.0,No,Night,No,805.0,Medium,Regular,2.0,No,2024-02-13,20.0
Hosahalli,Purple,20.0,Wednesday,April,No,No,20.3,No,No,8.0,No,Night,No,843.0,Medium,Regular,0.0,No,2025-04-02,20.0
Jayanagar 4th Block,Yellow,11.0,Saturday,April,Yes,No,27.4,No,No,5.0,No,Midday,Yes,803.0,Medium,Regular,0.0,No,2025-04-07,20.0
RV Road,Yellow,12.0,Wednesday,September,No,No,23.8,Yes,No,5.0,No,Midday,No,1472.0,Medium,Interchange,0.0,No,2024-09-16,30.0
RV Road,Yellow,19.0,Saturday,August,Yes,No,31.3,No,No,3.0,Yes,Evening,Yes,2972.0,High,Interchange,2.0,No,2023-08-21,30.0
Whitefield,Purple,20.0,Tuesday,December,No,No,29.1,No,Yes,5.0,No,,No,960.0,Medium,Regular,0.0,No,2024-12-19,20.0
Kengeri,Purple,10.0,Wednesday,March,No,No,30.3,,No,5.0,No,Midday,No,1245.0,Medium,Terminal,0.0,Yes,2024-03-25,50.0
Kengeri,Purple,11.0,Wednesday,March,No,No,24.9,No,No,5.0,No,,No,1264.0,Medium,Terminal,0.0,Yes,2025-03-15,50.0
JP Nagar 2nd Phase,Yellow,21.0,Friday,June,No,No,27.0,No,No,8.0,No,Night,No,968.0,Medium,Regular,2.0,No,2024-06-22,20.0
Peenya,Green,10.0,Monday,March,No,No,23.5,No,Yes,5.0,No,Midday,No,1268.0,Medium,Regular,2.0,No,,20.0
Baiyappanahalli,Purple,6.0,Wednesday,October,No,No,28.3,No,No,8.0,No,Morning,No,1415.0,Medium,Terminal,2.0,Yes,2024-10-01,10.0
Gottigere,Yellow,14.0,Monday,September,No,No,27.6,Yes,No,5.0,No,Evening,No,936.0,Medium,Regular,0.0,No,2023-09-21,20.0
Jayanagar,Green,7.0,Friday,March,No,No,29.5,No,No,,Yes,Morning,No,1443.0,Medium,Regular,2.0,No,2025-03-07,30.0
Baiyappanahalli,Purple,17.0,Sunday,June,Yes,No,29.2,Yes,No,3.0,Yes,Evening,Yes,2201.0,High,Terminal,0.0,Yes,2024-06-20,10.0
Tagore Nagar,Yellow,22.0,Friday,April,No,No,25.3,No,No,8.0,No,Night,No,1022.0,Medium,Regular,2.0,No,2024-04-08,20.0
Jayanagar 4th Block,Yellow,13.0,Saturday,June,Yes,No,31.6,Yes,No,5.0,No,Midday,Yes,1008.0,Medium,Regular,0.0,No,2024-06-10,20.0
Electronic City,Yellow,12.0,Friday,December,No,No,23.1,,Yes,5.0,No,Midday,No,1873.0,Medium,Regular,0.0,No,2024-12-05,20.0
Lalbagh,Green,11.0,Wednesday,April,No,No,26.8,No,No,5.0,No,Midday,No,1234.0,Medium,Regular,0.0,Yes,2024-04-09,25.0
Deepanjalinagar,Purple,6.0,Wednesday,April,No,No,28.9,No,No,,No,Morning,No,1496.0,Medium,Regular,0.0,No,2025-04-25,20.0
Tagore Nagar,Yellow,12.0,Thursday,November,No,No,25.3,No,No,5.0,No,Midday,No,2031.0,High,Regular,0.0,No,2023-11-25,20.0
National College,Green,12.0,Saturday,April,Yes,No,28.5,No,No,5.0,No,Midday,Yes,1874.0,Medium,Regular,0.0,No,2024-04-01,25.0
Majestic,Green,9.0,Thursday,April,No,No,27.0,No,No,,Yes,Morning,No,5048.0,High,Interchange,5.0,Yes,2023-04-02,25.0
,Yellow,,,October,No,No,,No,No,3.0,Yes,Evening,No,3381.0,High,Regular,0.0,Yes,2024-10-19,40.0
Lalbagh,Green,15.0,Friday,May,No,No,26.2,No,No,5.0,No,Evening,No,1140.0,Medium,Regular,0.0,Yes,2023-05-14,25.0
Majestic,Green,19.0,Saturday,March,Yes,No,28.1,No,No,3.0,Yes,Evening,Yes,4191.0,High,Interchange,2.0,Yes,2024-03-20,25.0
Sandal Soap Factory,Green,8.0,Friday,March,No,No,29.5,No,No,3.0,Yes,Morning,No,3795.0,High,Regular,0.0,No,2025-03-10,20.0
Hebbagodi,Yellow,18.0,Thursday,February,No,No,25.4,,Yes,3.0,Yes,Evening,No,5349.0,High,Regular,0.0,No,2025-02-09,20.0
Yelachenahalli,Green,6.0,Sunday,May,Yes,No,27.0,No,No,8.0,No,Morning,Yes,920.0,Medium,Regular,2.0,No,2024-05-10,20.0
JP Nagar 2nd Phase,Yellow,22.0,Friday,July,No,No,27.9,No,No,8.0,No,Night,No,918.0,Medium,,0.0,No,2024-07-06,20.0
Peenya,Green,7.0,Monday,February,No,No,25.2,No,,3.0,Yes,Morning,No,,Medium,Regular,5.0,No,2023-02-17,20.0
Whitefield,Purple,21.0,Friday,May,No,No,,No,Yes,8.0,No,Night,No,938.0,Medium,Regular,0.0,No,2024-05-25,20.0
Magadi Road,Purple,6.0,Saturday,April,Yes,No,27.1,No,No,8.0,No,Morning,Yes,1058.0,Medium,Regular,0.0,No,2025-04-06,20.0
Bommasandra,Yellow,16.0,Wednesday,January,No,No,25.4,No,Yes,5.0,No,Evening,No,1097.0,Medium,Terminal,2.0,No,2023-01-04,
Kengeri,Purple,11.0,Friday,October,No,Yes,23.6,No,No,5.0,No,Midday,Yes,532.0,Low,Terminal,0.0,Yes,2024-10-20,50.0
Trinity,Purple,18.0,Wednesday,July,No,No,26.4,Yes,No,3.0,Yes,Evening,No,2924.0,High,Regular,0.0,Yes,2025-07-03,20.0
Bommasandra,Yellow,12.0,Thursday,January,No,No,27.2,No,Yes,5.0,No,Midday,No,2120.0,High,Terminal,0.0,No,2025-01-23,50.0
National College,Green,17.0,Saturday,December,Yes,No,29.9,No,No,,Yes,Evening,Yes,2555.0,High,Regular,0.0,No,2023-12-19,25.0
Yelachenahalli,Green,16.0,Wednesday,March,No,No,35.1,No,No,5.0,No,Evening,No,1243.0,Medium,Regular,2.0,No,2024-03-18,20.0
Deepanjalinagar,Purple,21.0,Friday,September,No,No,23.2,No,No,8.0,No,Night,No,1018.0,Medium,Regular,0.0,No,2023-09-26,20.0
Tagore Nagar,Yellow,21.0,Friday,April,No,No,28.9,,No,8.0,No,Night,No,747.0,Low,Regular,2.0,No,2023-04-24,20.0
Peenya,Green,20.0,Tuesday,August,No,No,24.0,Yes,Yes,8.0,No,Night,No,758.0,Low,,2.0,No,2025-08-04,20.0
RV Road,Yellow,18.0,Sunday,May,Yes,No,25.3,No,No,3.0,Yes,Evening,Yes,2338.0,High,Interchange,2.0,No,2025-05-08,30.0
Banashankari,Yellow,20.0,,August,Yes,No,29.2,No,No,8.0,No,Night,Yes,556.0,Low,Regular,5.0,Yes,2025-08-17,40.0
South End Circle,Green,16.0,Tuesday,February,No,No,27.0,No,No,5.0,No,Evening,No,1123.0,Medium,Regular,0.0,No,2023-02-05,30.0
Swami Vivekananda Road,Purple,8.0,Friday,November,No,No,27.8,No,No,3.0,Yes,Morning,No,4043.0,High,Regular,10.0,No,2025-11-13,20.0
Nagasandra,Green,9.0,Friday,June,No,No,27.2,No,No,3.0,Yes,Morning,No,3516.0,High,Terminal,0.0,No,2024-06-25,10.0
KR Market,Green,21.0,Saturday,May,Yes,No,27.0,No,No,8.0,No,Night,Yes,606.0,Low,Regular,0.0,No,2024-05-01,20.0
National College,Green,18.0,Saturday,February,Yes,No,27.4,No,No,3.0,Yes,Evening,Yes,2770.0,,Regular,2.0,No,2024-02-27,25.0
Whitefield,Purple,17.0,Wednesday,July,No,No,28.6,No,Yes,3.0,Yes,Evening,No,5141.0,High,Regular,0.0,No,2023-07-13,20.0
Vijayanagar,Purple,8.0,Monday,July,No,No,28.3,No,No,3.0,Yes,Morning,No,3602.0,High,Regular,2.0,No,2025-07-04,30.0
Electronic City,Yellow,19.0,Sunday,September,Yes,No,,No,Yes,3.0,Yes,Evening,Yes,3185.0,High,Regular,5.0,No,2024-09-22,20.0
Chickpete,Green,7.0,Sunday,November,Yes,No,26.2,No,No,3.0,Yes,Morning,Yes,1022.0,Medium,Regular,0.0,No,2023-11-26,20.0
JP Nagar 2nd Phase,Yellow,13.0,Friday,November,No,No,,,No,5.0,No,Midday,No,1874.0,Medium,Regular,0.0,No,2023-11-24,20.0
Vijayanagar,Purple,,Wednesday,May,No,No,30.3,No,No,5.0,No,Midday,No,1189.0,Medium,Regular,,No,2023-05-14,30.0
Deepanjalinagar,Purple,7.0,Sunday,October,Yes,No,28.9,No,No,3.0,Yes,Morning,Yes,933.0,Medium,Regular,2.0,No,2023-10-03,20.0
Yelachenahalli,Green,15.0,Monday,November,No,No,33.5,No,No,5.0,No,Evening,No,1283.0,Medium,Regular,5.0,No,2024-11-05,20.0
Nagasandra,Green,,Saturday,August,Yes,No,27.1,,No,8.0,No,Night,Yes,513.0,Low,Terminal,2.0,No,2025-08-07,10.0
Majestic,Purple,15.0,Thursday,June,No,No,27.1,No,No,5.0,No,Evening,No,1629.0,Medium,Interchange,5.0,Yes,2023-06-01,25.0
KR Market,,9.0,Thursday,November,No,No,20.9,,No,3.0,Yes,Morning,No,3574.0,High,Regular,5.0,No,2023-11-23,20.0
Swami Vivekananda Road,Purple,22.0,Wednesday,January,No,No,24.5,No,No,8.0,No,Night,,882.0,Medium,Regular,0.0,No,2024-01-12,20.0
National College,Green,15.0,Tuesday,March,No,No,30.7,No,No,5.0,No,Evening,No,1145.0,Medium,Regular,0.0,No,2025-03-11,25.0
South End Circle,Green,18.0,Friday,January,No,No,,No,No,,Yes,Evening,No,4492.0,High,,5.0,No,2024-01-24,30.0
Mysuru Road,Purple,21.0,Saturday,April,Yes,No,24.2,No,No,8.0,No,Night,Yes,600.0,Low,Regular,0.0,No,2024-04-08,40.0
Magadi Road,Purple,17.0,Saturday,July,Yes,No,24.5,Yes,No,3.0,Yes,Evening,Yes,2070.0,High,Regular,0.0,No,2024-07-25,20.0
Hebbagodi,Yellow,7.0,Monday,May,No,No,28.7,No,Yes,3.0,Yes,Morning,No,1550.0,Medium,Regular,0.0,No,2023-05-06,20.0
Chickpete,Green,13.0,Thursday,January,No,No,31.4,No,No,5.0,No,Midday,No,1784.0,Medium,Regular,5.0,No,2023-01-22,20.0
Jayanagar,Green,10.0,Sunday,June,Yes,No,26.5,No,No,5.0,No,,Yes,695.0,Low,Regular,0.0,No,2025-06-02,30.0
Yeshwanthpur,Green,11.0,Monday,April,No,No,22.7,No,Yes,5.0,No,Midday,No,1053.0,Medium,Regular,0.0,Yes,2024-04-19,20.0
Indiranagar,Purple,13.0,Monday,June,No,No,25.6,No,Yes,5.0,No,Midday,No,2475.0,High,Regular,0.0,Yes,2024-06-20,15.0
Attiguppe,Purple,20.0,Tuesday,November,No,No,27.0,No,No,8.0,No,Night,No,969.0,Medium,Regular,0.0,No,2025-11-20,40.0
Halasuru,Purple,21.0,Sunday,August,Yes,No,23.9,No,No,8.0,No,Night,Yes,,,Regular,0.0,Yes,,20.0
Baiyappanahalli,Purple,22.0,Sunday,January,Yes,No,30.1,No,No,8.0,No,Night,Yes,682.0,Low,Terminal,0.0,Yes,2023-01-14,10.0
Magadi Road,Purple,10.0,Thursday,February,No,No,29.0,No,No,,No,Midday,No,1181.0,Medium,Regular,0.0,No,2024-02-01,20.0
Swami Vivekananda Road,Purple,7.0,Sunday,July,Yes,No,19.0,Yes,No,3.0,Yes,Morning,Yes,771.0,,Regular,5.0,No,2023-07-10,20.0
RV Road,Yellow,10.0,Thursday,December,No,No,25.1,No,,5.0,No,Midday,No,1150.0,Medium,Interchange,0.0,No,2023-12-16,30.0
Jayanagar,Green,19.0,Tuesday,September,No,No,25.7,No,No,3.0,Yes,Evening,No,,High,Regular,5.0,No,2024-09-04,30.0
Gottigere,Yellow,7.0,Wednesday,August,No,No,30.0,Yes,No,3.0,Yes,Morning,No,1214.0,Medium,Regular,5.0,No,2025-08-27,20.0
Gottigere,Yellow,21.0,Wednesday,June,No,No,,Yes,,8.0,No,Night,No,656.0,,Regular,0.0,No,2025-06-11,20.0
Tagore Nagar,Yellow,20.0,Wednesday,November,No,No,26.3,No,No,8.0,No,,No,799.0,Low,Regular,0.0,No,2024-11-16,20.0
Whitefield,Purple,22.0,,May,No,No,27.5,No,Yes,8.0,No,Night,No,940.0,Medium,Regular,0.0,No,2023-05-27,20.0
Electronic City,Yellow,19.0,Thursday,,No,No,25.6,No,Yes,,Yes,Evening,No,4953.0,High,Regular,5.0,No,2023-05-20,20.0
KR Market,Green,15.0,Sunday,May,Yes,No,31.7,No,No,5.0,No,Evening,Yes,721.0,Low,Regular,0.0,No,2025-05-01,20.0
,Green,6.0,Wednesday,April,No,No,29.4,No,No,8.0,No,Morning,No,1341.0,Medium,Regular,0.0,No,2024-04-16,25.0
Magadi Road,Purple,19.0,Tuesday,December,No,,28.0,No,No,3.0,Yes,Evening,No,4332.0,High,Regular,2.0,No,2024-12-19,20.0
Yelachenahalli,Green,20.0,Wednesday,December,No,No,26.6,No,No,8.0,No,Night,,894.0,Medium,Regular,0.0,No,2025-12-21,20.0
Gottigere,Yellow,22.0,Tuesday,February,No,No,28.7,No,No,5.0,No,Night,No,897.0,Medium,Regular,0.0,No,2025-02-22,20.0
Whitefield,Purple,12.0,Monday,April,No,No,26.1,No,Yes,5.0,No,Midday,No,2031.0,High,Regular,0.0,No,2025-04-09,20.0
South End Circle,Green,6.0,Wednesday,June,No,No,31.7,No,No,8.0,No,Morning,No,1464.0,Medium,Regular,2.0,No,2023-06-09,30.0
Hosahalli,Purple,12.0,Wednesday,April,No,No,,No,No,5.0,No,Midday,No,2115.0,High,Regular,0.0,No,2025-04-09,20.0
Nagasandra,Green,19.0,Wednesday,March,No,No,34.6,No,No,3.0,Yes,Evening,No,4551.0,High,Terminal,2.0,No,2025-03-27,10.0
Magadi Road,Purple,6.0,Monday,May,No,No,21.5,No,No,8.0,No,Morning,No,1498.0,Medium,Regular,0.0,No,2023-05-17,20.0
Swami Vivekananda Road,Purple,20.0,Sunday,April,Yes,,26.9,No,No,8.0,No,Night,Yes,623.0,Low,Regular,2.0,No,2024-04-12,20.0
Yelachenahalli,Green,14.0,Friday,February,No,No,27.0,No,No,5.0,No,Evening,No,1359.0,Medium,Regular,0.0,No,2024-02-25,20.0
Yelachenahalli,Green,7.0,Wednesday,March,No,No,27.8,No,No,3.0,Yes,Morning,No,1512.0,Medium,Regular,5.0,No,2025-03-13,20.0
Jalahalli,Green,15.0,Wednesday,February,No,No,28.1,No,No,5.0,No,Evening,No,1232.0,Medium,Regular,0.0,No,2023-02-08,15.0
Hebbagodi,Yellow,16.0,Wednesday,September,No,No,28.2,No,Yes,5.0,No,Evening,No,1198.0,Medium,Regular,,No,2024-09-16,20.0
Bommasandra,Yellow,13.0,Sunday,August,Yes,No,30.9,No,Yes,5.0,No,Midday,Yes,1250.0,Medium,Terminal,0.0,No,2023-08-18,50.0
,Purple,13.0,Sunday,July,Yes,No,30.7,No,No,5.0,No,Midday,Yes,1141.0,Medium,Terminal,0.0,Yes,2025-07-27,50.0
Electronic City,Yellow,12.0,Wednesday,May,No,No,24.4,No,Yes,5.0,No,Midday,No,1871.0,Medium,Regular,0.0,No,2023-05-01,20.0
Chickpete,Green,20.0,Wednesday,November,,No,27.0,No,No,8.0,No,Night,No,,Medium,Regular,0.0,No,2023-11-01,20.0
Swami Vivekananda Road,Purple,18.0,Monday,April,No,No,29.7,No,No,3.0,Yes,Evening,No,4396.0,High,Regular,5.0,No,2024-04-12,20.0
Majestic,Purple,15.0,Thursday,April,No,No,,No,No,5.0,No,Evening,No,1542.0,Medium,Interchange,0.0,Yes,2025-04-06,25.0
RV Road,Yellow,9.0,Wednesday,October,No,No,30.6,No,No,3.0,Yes,Morning,No,4076.0,High,Interchange,0.0,No,2023-10-09,30.0
South End Circle,Green,13.0,Friday,November,No,No,22.5,No,No,5.0,No,Midday,No,1956.0,Medium,Regular,0.0,No,2023-11-23,30.0
National College,Green,17.0,Wednesday,March,No,No,29.7,No,No,3.0,Yes,Evening,No,4678.0,,Regular,0.0,No,2025-03-05,25.0
Bommasandra,Yellow,11.0,Tuesday,March,No,No,26.3,No,Yes,5.0,,Midday,No,1134.0,Medium,Terminal,0.0,No,2024-03-27,50.0
Vijayanagar,Purple,18.0,Thursday,April,No,No,27.0,No,No,3.0,Yes,Evening,No,4264.0,High,Regular,2.0,No,2025-04-16,30.0
Nagasandra,Green,6.0,Saturday,February,Yes,No,28.0,No,No,8.0,No,Morning,Yes,1082.0,Medium,Terminal,0.0,No,2023-02-18,10.0
Magadi Road,Purple,8.0,Wednesday,June,No,No,23.7,No,No,3.0,Yes,Morning,No,3699.0,High,Regular,2.0,No,2024-06-17,20.0
Majestic,Green,13.0,Thursday,June,,No,24.4,Yes,No,5.0,No,Midday,No,2391.0,High,Interchange,0.0,Yes,2023-06-18,25.0
Halasuru,Purple,22.0,Sunday,July,Yes,No,24.0,No,No,8.0,No,Night,Yes,512.0,Low,Regular,0.0,Yes,2023-07-01,20.0
Electronic City,Yellow,6.0,Tuesday,March,No,No,32.0,No,Yes,8.0,No,Morning,No,1314.0,Medium,Regular,0.0,No,2024-03-19,
Halasuru,Purple,6.0,Tuesday,September,No,No,27.3,No,No,8.0,No,Morning,No,1556.0,Medium,Regular,0.0,Yes,2024-09-22,20.0
Chickpete,Green,8.0,Saturday,January,Yes,No,,No,No,3.0,Yes,Morning,Yes,2657.0,High,Regular,10.0,No,2025-01-08,20.0
Bommasandra,Yellow,15.0,Thursday,July,No,No,27.6,Yes,,5.0,No,Evening,No,904.0,Medium,Terminal,0.0,No,2024-07-03,
Sandal Soap Factory,Green,22.0,Friday,November,No,No,26.7,No,No,8.0,No,Night,No,984.0,Medium,Regular,0.0,No,2024-11-26,20.0
KR Market,Green,14.0,Monday,April,No,No,24.3,No,No,5.0,,Evening,No,1067.0,Medium,Regular,0.0,No,2024-04-25,
Deepanjalinagar,Purple,12.0,Tuesday,June,No,No,24.6,Yes,No,5.0,No,Midday,No,1511.0,Medium,Regular,2.0,No,2025-06-26,20.0
